종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
5090,SGC에너지,KOSPI,,,43501,전기업,12,,"14,409,333","5,000","73,385,020,000",원(KRW),"이우성, 박준영, 이복영",02-489-9400,"서울특별시 서초구 양재대로 246 2층,3층 한국소비자원"
1380,SG글로벌,KOSPI,,,33003,자동차 신품 부품 제조업,12,,"44,964,143",500,"22,482,071,500",원(KRW),이의범,070-5038-6333,충청남도 예산군 예산읍 창말로 75 (주)SG글로벌
4060,SG세계물산,KOSPI,,,74608,상품 종합 도매업,12,,"202,424,960",500,"101,212,480,000",원(KRW),이의범,02-850-5191,"서울특별시 금천구 벚꽃로 278 6층(가산동,에스제이테크노빌) "
1770,SHD,KOSPI,,,32401,1차 철강 제조업,12,,"1,214,878","5,000","6,074,390,000",원(KRW),신종호,031-499-9922,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)"
2360,SH에너지화학,KOSPI,,,32001,기초 화학물질 제조업,12,,"111,133,730",500,"55,566,865,000",원(KRW),정케빈규봉,063-469-1500,전라북도 군산시 외항7길 20 
9160,SIMPAC,KOSPI,,,32401,1차 철강 제조업,12,,"65,429,516",500,"32,714,758,000",원(KRW),최진식,032-510-0044,인천광역시 부평구  부평북로 141 (주)SIMPAC
33530,SJG세종,KOSPI,,,33003,자동차 신품 부품 제조업,12,,"27,820,961",500,"13,910,480,500",원(KRW),"최정연, 이동원 (각자 대표이사)",052-219-1699,울산광역시 북구 공단길 4 (효문동)
123700,SJM,KOSPI,,,33003,자동차 신품 부품 제조업,12,,"15,604,898",500,"7,802,449,000",원(KRW),김휘중 (단독 대표이사),031-490-3838,경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠
25530,SJM홀딩스,KOSPI,,,74502,자동차 부품 및 내장품 판매업,12,,"14,934,008",500,"7,467,004,000",원(KRW),"김용호, 김휘중(각자대표이사)",031-491-4151,경기도 안산시 단원구 별망로459번길 20 
34730,SK,KOSPI,,,116409,기타 금융업,12,,"72,502,703",200,"16,143,092,800",원(KRW),"최태원, 장용호",02-2121-5114,서울특별시 종로구 종로 26 SK주식회사
357880,SKAI,KOSDAQ,기술성장기업부,기술성장기업,105802,소프트웨어 개발 및 공급업,12,,"34,047,953",500,"17,023,976,500",원(KRW),신재혁,070-4800-3517,서울특별시 강남구 테헤란로 516 정헌빌딩 4층 
11790,SKC,KOSPI,,,32004,기타 화학제품 제조업,12,,"37,868,298","5,000","189,341,490,000",원(KRW),박원철,02-3787-1234,경기도 수원시 장안구 정자로 102 SKC첨단기술중앙연구소 (정자동 911-10)
18670,SK가스,KOSPI,,,74607,기타 전문 도매업,12,,"9,245,244","5,000","46,226,220,000",원(KRW),윤병석,02-6200-8114,경기도 성남시 분당구 판교로 332 ECO Hub
1740,SK네트웍스,KOSPI,,,74607,기타 전문 도매업,12,,"221,277,902","2,500","620,469,117,500",원(KRW),이호정,070-7800-2114,경기도 수원시 장안구 경수대로976번길 19 -
6120,SK디스커버리,KOSPI,,,116409,기타 금융업,12,,"18,347,855","5,000","111,677,150,000",원(KRW),"최창원, 손현호",02-2008-2008,경기도 성남시 분당구 판교로 332 -
210980,SK디앤디,KOSPI,,,126801,부동산 임대 및 공급업,12,,"18,617,382","1,000","18,617,382,000",원(KRW),김도현,02-398-4700,경기도 성남시 분당구 판교로 332 (삼평동)
395400,SK리츠,KOSPI,,,126801,부동산 임대 및 공급업,3,,"276,188,774",500,"138,094,387,000",원(KRW),에스케이리츠운용 주식회사,02-6353-7070,서울특별시 중구 세종대로 136 15층 
302440,SK바이오사이언스,KOSPI,,,32101,기초 의약물질 제조업,12,,"78,369,145",500,"39,184,572,500",원(KRW),안재용,02-2008-2136,경기도 성남시 분당구 판교로 310 
326030,SK바이오팜,KOSPI,,,137001,자연과학 및 공학 연구개발업,12,,"78,313,250",500,"39,156,625,000",원(KRW),이동훈,031-8093-0114,경기도 성남시 분당구 판교역로 221 
402340,SK스퀘어,KOSPI,,,116409,기타 금융업,12,,"132,540,858",100,"14,146,757,100",원(KRW),한명진,02-6100-3114,서울특별시 중구 을지로 65 SK T타워 
260870,SK시그넷,KONEX,일반기업부,,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,IBK증권,"6,168,510",500,"3,084,255,000",원(KRW),김종우,031-994-6115,전라남도 영광군 대마면 전기차로 49 
361610,SK아이이테크놀로지,KOSPI,,,32802,일차전지 및 이차전지 제조업,12,,"71,297,592","1,000","71,297,592,000",원(KRW),이상민,02-2121-5114,"서울특별시 종로구 종로 26 (서린동, SK서린동빌딩) "
100090,SK오션플랜트,KOSPI,,,32401,1차 철강 제조업,12,,"59,195,568",500,"29,597,784,000",원(KRW),이승철,055-391-7020,경상남도 고성군 동해면 내산3길 51-1 
96770,SK이노베이션,KOSPI,,,31902,석유 정제품 제조업,12,,"151,034,776","5,000","786,015,880,000",원(KRW),박상규,02-2121-5114,서울특별시 종로구  종로 26 
475150,SK이터닉스,KOSPI,,,64101,건물 건설업,12,,"33,754,042",200,"6,750,808,400",원(KRW),김해중,031-606-1300,경기도 성남시 분당구 판교로 332 
1510,SK증권,KOSPI,,,116601,금융 지원 서비스업,12,,"472,590,171",500,"238,251,342,500",원(KRW),"전우종, 정준호",02-3773-8245,서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩
285130,SK케미칼,KOSPI,,,32002,합성고무 및 플라스틱 물질 제조업,12,,"17,253,783","5,000","98,793,505,000",원(KRW),"김철, 안재현",02-2008-2008,경기도 성남시 분당구 판교로 310 
17670,SK텔레콤,KOSPI,,,106102,전기 통신업,12,,"214,790,053",100,"30,492,715,900",원(KRW),유영상,02-6100-2114,서울특별시 중구  을지로 65 (을자로2가)
660,SK하이닉스,KOSPI,,,32601,반도체 제조업,12,,"728,002,365","5,000","3,657,652,050,000",원(KRW),곽노정,031-630-4114,경기도 이천시  부발읍 경충대로 2091 
48550,SM C&C,KOSDAQ,중견기업부,,137103,광고업,12,,"96,714,620",500,"48,357,310,000",원(KRW),박태현,02-6233-6400,"서울특별시 성동구 왕십리로 83-21 디타워동 14층(성수동1가, 아크로 서울포레스트)"
63440,SM Life Design,KOSDAQ,중견기업부,,31802,기록매체 복제업,12,,"46,029,154",500,"23,374,577,000",원(KRW),"남화민, 박준영",031-955-7171,경기도 파주시 직지길 376 
3570,SNT다이내믹스,KOSPI,,,33003,자동차 신품 부품 제조업,12,,"33,252,697","2,500","85,631,742,500",원(KRW),박재석,055-280-5000,경상남도 창원시 성산구  남면로 599 
64960,SNT모티브,KOSPI,,,33003,자동차 신품 부품 제조업,12,,"26,540,272","5,000","132,701,360,000",원(KRW),권형순,051-509-2114,부산광역시 기장군  철마면 여락송정로 363 
100840,SNT에너지,KOSPI,,,32901,일반 목적용 기계 제조업,12,,"20,680,783",500,"10,340,391,500",원(KRW),김형섭,055-212-6500,경상남도 창원시 성산구  완암로 12 
36530,SNT홀딩스,KOSPI,,,116409,기타 금융업,12,,"16,303,886",500,"8,351,943,000",원(KRW),김도환,02-3279-5010,서울특별시 강남구 테헤란로 124 11층(역삼동)
67160,SOOP,KOSDAQ,우량기업부,,105802,소프트웨어 개발 및 공급업,12,,"11,494,767",500,"5,747,383,500",원(KRW),"Seo Soo Kiel, Choi Young Woo",031-622-8380,"경기도 성남시 분당구  판교로228번길 15 판교7벤처밸리3 1단지 2동 201, 901호"
5610,SPC삼립,KOSPI,,,31008,기타 식품 제조업,12,,"8,629,009","5,000","43,145,045,000",원(KRW),"황종현, 김범수(각자 대표이사)",02-2276-5035,경기도 시흥시 공단1대로 101 
11810,STX,KOSPI,,,74608,상품 종합 도매업,12,,"31,017,927","2,500","77,544,817,500",원(KRW),박상준,02-316-9600,경상남도 창원시 성산구  중앙대로 105  
465770,STX그린로지스,KOSPI,,,85001,해상 운송업,12,,"7,171,032","2,500","17,927,580,000",원(KRW),유재호,02-316-9893,부산광역시 중구 중앙대로 102 17층(부산빌딩)
77970,STX엔진,KOSPI,,,32901,일반 목적용 기계 제조업,12,,"40,148,063","2,500","100,370,157,500",원(KRW),이상수,-,경상남도 창원시 성산구  공단로474번길 36 
2820,SUN&L,KOSPI,,,31602,나무제품 제조업,12,,"12,607,989","1,000","12,607,989,000",원(KRW),이윤규,032-770-3000,인천광역시 중구 월미로 96 
289080,SV인베스트먼트,KOSDAQ,중견기업부,,116409,기타 금융업,3,,"53,873,095",500,"26,936,547,500",원(KRW),"박성호, 홍원호",02-3775-1020,"서울특별시 영등포구 국제금융로 10 46층 (여의도동, 쓰리아이에프씨)"
84870,TBH글로벌,KOSPI,,,31401,봉제의복 제조업,12,,"20,856,819",500,"10,428,409,500",원(KRW),우종완,02-2058-3800,서울특별시 송파구 중대로 168 신한빌딩(가락동) 
2710,TCC스틸,KOSPI,,,32401,1차 철강 제조업,12,,"26,213,697","1,000","26,213,697,000",원(KRW),"손봉락, 손기영, 김영학 (각자대표)",02-2633-3311,경상북도 포항시 남구  괴동로 100 
89230,THE E&M,KOSDAQ,중견기업부,,106309,기타 정보 서비스업,12,,"24,332,953","1,000","24,332,953,000",원(KRW),"신환률, 김대권(각자대표)",02-2088-8222,서울특별시 서초구 강남대로101안길 41 . 
32540,TJ미디어,KOSDAQ,우량기업부,,32605,영상 및 음향기기 제조업,12,,"13,931,609",500,"6,965,804,500",원(KRW),윤나라,02  -3663-4700,서울특별시 마포구 월드컵북로 434 (상암동 1590) 상암아이티타워 8층 
22220,TKG애강,KOSDAQ,중견기업부,,32202,플라스틱제품 제조업,12,,"51,794,579",500,"25,897,289,500",원(KRW),서정환,043-723-2007,충청북도 충주시 중앙탑면 기업도시로 422 -
69260,TKG휴켐스,KOSPI,,,32004,기타 화학제품 제조업,12,,"40,878,588","1,000","40,878,588,000",원(KRW),김우찬,02-2262-0600,서울특별시 중구  퇴계로 173 19층
7980,TP,KOSPI,,,31401,봉제의복 제조업,12,,"51,175,130",500,"26,468,642,500",원(KRW),임석원,02-850-9000,서울특별시 구로구 디지털로31길 12 태평양물산 
48770,TPC,KOSDAQ,벤처기업부,,32901,일반 목적용 기계 제조업,12,,"15,697,991",500,"7,848,995,500",원(KRW),"엄주섭, 엄재윤",032 -572 -1700,인천광역시 서구 갑문2로 39 (오류동) 단해창도클러스터 
246690,TS인베스트먼트,KOSDAQ,중견기업부,,116402,신탁업 및 집합투자업,12,,"41,477,862",500,"20,738,931,000",원(KRW),"김웅, 변기수(각자 대표)",02-6250-5700,"서울특별시 강남구 선릉로 531, 3층 302호 "
317240,TS트릴리온,KOSDAQ,벤처기업부,,32004,기타 화학제품 제조업,12,,"107,240,922",100,"10,724,092,200",원(KRW),김용채,02-785-8296,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가,티에스빌딩)"
2900,TYM,KOSPI,,,32902,특수 목적용 기계 제조업,12,,"45,050,956","2,500","112,627,390,000",원(KRW),"김희용, 김도훈",02-3014-2800,서울특별시 용산구 장문로 52 동빙고동 
24070,WISCOM,KOSPI,,,32202,플라스틱제품 제조업,12,,"15,326,438",500,"7,663,219,000",원(KRW),"구조웅, 구영일",031-495-1181,경기도 안산시 단원구  강촌로 237 
57030,YBM넷,KOSDAQ,중견기업부,,168507,교육지원 서비스업,12,,"16,312,697",500,"8,156,348,500",원(KRW),김종익,(02) 2008-5200,서울특별시 종로구 종로 98 지상 4층~9층 
37270,YG PLUS,KOSPI,,,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,,"63,429,410",500,"32,339,705,000",원(KRW),최성준,02-3140-4600,"서울특별시 영등포구 국제금융로 10 19층, (여의도동, 쓰리아이에프씨) "
40300,YTN,KOSDAQ,중견기업부,,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,,"42,000,000","1,000","42,000,000,000",원(KRW),김백,(02) 398-8000,서울특별시 마포구 상암산로 76와이티엔뉴스퀘어 
51390,YW,KOSDAQ,중견기업부,,74608,상품 종합 도매업,12,,"11,355,368",500,"5,677,684,000",원(KRW),우병일,(031)703-7118,"경기도 성남시 분당구  야탑남로 280 801(야탑동,분당테크노파크씨동)"
52220,iMBC,KOSDAQ,중견기업부,,106003,영상·오디오물 제공 서비스업,12,,"23,000,000",500,"11,500,000,000",원(KRW),이선태,02-2105-1100,"서울특별시 마포구 성암로 25510층(상암동, 문화방송미디어센터) "
139130,iM금융지주,KOSPI,,,116409,기타 금융업,12,,"166,392,833","5,000","845,729,165,000",원(KRW),황병우,537407900,대구광역시 북구 옥산로 111 대구은행 제2본점 9층
79940,가비아,KOSDAQ,우량기업부,,105802,소프트웨어 개발 및 공급업,12,,"13,535,684",500,"6,767,842,000",원(KRW),"김홍국, 원종홍 (공동대표이사)",1544-4370,"경기도 과천시 과천대로7나길 34 4~6층 (갈현동, 가비아 앳) "
78890,가온그룹,KOSDAQ,중견기업부,,32604,통신 및 방송 장비 제조업,12,,"17,920,849",500,"8,960,424,500",원(KRW),임동연,031-724-8500,경기도 성남시 분당구  성남대로 884-3 
500,가온전선,KOSPI,,,32803,절연선 및 케이블 제조업,12,,"16,543,115","5,000","82,715,575,000",원(KRW),정 현,031-8068-3928,경기도 군포시  엘에스로45번길 120 
399720,가온칩스,KOSDAQ,우량기업부,,32601,반도체 제조업,12,,"11,597,320",500,"5,798,660,000",원(KRW),정규동,031-697-8267,경기도 성남시 수정구 금토로40번길 26 A동 4층
296520,가이아코퍼레이션,KONEX,일반기업부,,74604,생활용품 도매업,12,미래에셋증권,"4,667,008",500,"2,333,504,000",원(KRW),나원석,031-921-2532,경기도 파주시 문발로 129 4층(문발동)
36620,감성코퍼레이션,KOSDAQ,우량기업부,,74607,기타 전문 도매업,12,,"93,431,558",500,"46,952,621,000",원(KRW),김호선,02-3140-1000,"서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩) "
860,강남제비스코,KOSPI,,,32004,기타 화학제품 제조업,12,,"13,000,000",500,"6,500,000,000",원(KRW),"황익준,김재현(각자대표이사)",051-892-4221,"부산광역시 부산진구 중앙대로 639 18층(범천동, 엠디엠타워)"
198440,강동씨앤엘,KOSDAQ,중견기업부,,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,,"60,931,896",100,"6,093,189,600",원(KRW),"구희택, 이훈창",061-390-6575,전라남도 장성군 장성읍 영천로 35 고려시멘트
217730,강스템바이오텍,KOSDAQ,기술성장기업부,기술성장기업,32101,기초 의약물질 제조업,12,,"56,054,149",500,"28,027,074,500",원(KRW),나종천,02-888-1590,서울특별시 강남구 테헤란로 522 홍우빌딩 9층 
35250,강원랜드,KOSPI,,,189102,유원지 및 기타 오락관련 서비스업,12,,"213,940,500",500,"106,970,250,000",원(KRW),최철규,033-590-7700,강원도 정선군 사북읍 하이원길 265 강원랜드
114190,강원에너지,KOSDAQ,우량기업부,,32809,기타 전기장비 제조업,12,,"26,123,038",500,"13,061,519,000",원(KRW),"신진용,유승주",070-7467-9000,"전라북도 군산시 자유무역1길 60 웰크론강원 510-9, 510-10, 510-12"
94480,갤럭시아머니트리,KOSDAQ,중견기업부,,105802,소프트웨어 개발 및 공급업,12,,"39,229,838",500,"19,614,919,000",원(KRW),신동훈,070-4193-4023,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층 
11420,갤럭시아에스엠,KOSPI,,,189101,스포츠 서비스업,12,,"27,549,644",500,"13,774,822,000",원(KRW),이반석,02-775-1300,서울특별시 강남구  학동로 311 미성빌딩 7층  
39240,경남스틸,KOSDAQ,우량기업부,,32401,1차 철강 제조업,12,,"26,979,604",100,"2,697,960,400",원(KRW),최석우,055-297-9700,경남 창원시 웅남동 61-46번지 
53950,경남제약,KOSDAQ,중견기업부,,32102,의약품 제조업,12,,"78,147,358",100,"7,814,735,800",원(KRW),"김성곤, 조정영 (각자 대표이사)",02-3490-5105,경상남도 의령군 동동리 1539-5 
2100,경농,KOSPI,,,32003,"비료, 농약 및 살균, 살충제 제조업",12,,"19,522,575",500,"10,845,875,000",원(KRW),"이병만,이용진",02-3488-5800,서울특별시 서초구 강남대로39길 15-10한라비발디스튜디오193 
9450,경동나비엔,KOSPI,,,32805,가정용 기기 제조업,12,,"14,568,592","1,000","14,568,592,000",원(KRW),"손연호, 손흥락, 장희철",031-8060-5500,경기도 평택시 서탄면 수월암길 95 -
267290,경동도시가스,KOSPI,,,43502,연료용 가스 제조 및 배관공급업,12,,"5,895,406","2,500","14,738,515,000",원(KRW),"송재호, 나윤호",052-219-5300,울산광역시 북구 염포로 260-10(진장동) 주식회사 경동도시가스 
12320,경동인베스트,KOSPI,,,116409,기타 금융업,12,,"2,365,023","5,000","11,825,115,000",원(KRW),정승진,031-738-5557,경기도 성남시 분당구 수내로46번길 4 경동빌딩 -
11040,경동제약,KOSDAQ,중견기업부,,32102,의약품 제조업,12,,"30,768,766",500,"15,684,383,000",원(KRW),"류기성, 김경훈(각자 대표)",02  -576 -6121,경기도 화성시  양감면 제약단지로 224-3 
50,경방,KOSPI,,,74701,종합 소매업,12,,"27,415,270",500,"13,707,635,000",원(KRW),"김준, 김담",02-2638-6000,서울특별시 영등포구 영중로 15 (영등포동 4가) 
214390,경보제약,KOSPI,,,32101,기초 의약물질 제조업,12,,"23,906,860",500,"11,953,430,000",원(KRW),김태영,02-2175-2315,충청남도 아산시 실옥로 174 
12610,경인양행,KOSPI,,,32001,기초 화학물질 제조업,12,,"41,616,365",500,"20,808,182,500",원(KRW),"김흥준,조성용 (각자대표이사)",032-571-7498,인천광역시 서구  건지로 199 (석남동) 223-52
9140,경인전자,KOSPI,,,32602,전자부품 제조업,12,,"1,570,797","5,000","7,853,985,000",원(KRW),김성은,02-2113-2000,"서울특별시 금천구  가산디지털2로 184 1411호(가산동,벽산/경인디지털밸리2)"
24910,경창산업,KOSDAQ,우량기업부,,33003,자동차 신품 부품 제조업,12,,"35,819,005",500,"17,909,502,500",원(KRW),"손일호, 차석주",053 -560 -0141,대구광역시 달서구 성서로35길 6 월암동
13580,계룡건설,KOSPI,,,64102,토목 건설업,12,,"8,930,907","5,000","44,654,535,000",원(KRW),"오태식, 윤길호",042-480-7114-5,대전광역시 서구 문정로48번길 48 -
12200,계양전기,KOSPI,,,32901,일반 목적용 기계 제조업,12,,"27,222,829",500,"14,195,954,000",원(KRW),임영환,02-559-6800,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층
2140,고려산업,KOSPI,,,31005,"곡물가공품, 전분 및 전분제품 제조업",12,,"24,939,425","1,000","24,939,425,000",원(KRW),"전장열, 김영교(각자 대표이사)",051-600-5076,부산광역시 중구 중앙대로 22 (중앙동6가)
49720,고려신용정보,KOSDAQ,우량기업부,,147509,기타 사업지원 서비스업,12,,"14,300,000",500,"7,150,000,000",원(KRW),윤태훈,02-3450-9000,"서울특별시 서초구 서초대로 353 (서초동, 유니온타워)"
10130,고려아연,KOSPI,,,32402,1차 비철금속 제조업,12,,"20,703,283","5,000","104,542,940,000",원(KRW),"박기덕, 정태웅",02-519-3416,서울특별시 종로구 종로33 (청진동) -
2240,고려제강,KOSPI,,,32401,1차 철강 제조업,12,,"27,000,000","1,000","27,000,000,000",원(KRW),주종대,051-760-1700,부산광역시 수영구 구락로 150 
14570,고려제약,KOSDAQ,우량기업부,,32102,의약품 제조업,12,,"11,000,000",500,"5,500,000,000",원(KRW),"박해룡, 박상훈 (각자대표)",02-529-6100,경기도 이천시  신둔면 원적로 69-10 
348150,고바이오랩,KOSDAQ,기술성장기업부,기술성장기업,137001,자연과학 및 공학 연구개발업,12,,"19,418,889",500,"9,709,444,500",원(KRW),고광표,02-888-9964,"서울특별시 관악구 관악로 1 220동 745-1호(신림동, 서울대학교종합연구동)"
950190,고스트스튜디오,KOSDAQ,외국기업(소속부없음),,105802,소프트웨어 개발 및 공급업,12,,"13,017,059",무액면,0,미국달러(USD),"손창욱, 최명규 (공동대표)",02-6004-3328,"FLAT D1, 36/F, MONTERY PLAZA, 15 CHONG YIP STREET, KWUN TONG, KOWLOON, HONG KONG - "
98460,고영,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"68,654,755",100,"6,865,475,500",원(KRW),고광일,02-6343-6000,경기도 용인시 수지구 포은대로59번길 18 (상현동)
35290,골드앤에스,KOSDAQ,중견기업부,,105801,"서적, 잡지 및 기타 인쇄물 출판업",12,,"47,676,480",500,"23,838,240,000",원(KRW),신승호,02-565-4874,"서울특별시 영등포구 영신로 166 7층 712호,719호~721호 
(영등포동6가, 영등포반도아이비밸리) "
215000,골프존,KOSDAQ,우량기업부,,105802,소프트웨어 개발 및 공급업,12,,"6,275,415",500,"3,137,707,500",원(KRW),"최덕형, 박강수",1577-4333,서울특별시 강남구 영동대로 735 - 
121440,골프존홀딩스,KOSDAQ,우량기업부,,74601,상품 중개업,12,,"42,836,818",500,"21,418,409,000",원(KRW),최덕형,070-8640-6202,서울특별시 강남구 영동대로 735- 
366030,공구우먼,KOSDAQ,우량기업부,,31404,의복 액세서리 제조업,12,,"22,653,850",100,"2,265,385,000",원(KRW),김주영,,경기도 양주시 평화로 1525 
9290,광동제약,KOSPI,,,32102,의약품 제조업,12,,"52,420,851","1,000","52,420,851,000",원(KRW),최성원,02-6006-7777,경기도 과천시 과천대로7다길 52 광동 과천 타워 
86220,광동헬스바이오,KONEX,일반기업부,,31008,기타 식품 제조업,12,교보증권,"10,573,865",500,"5,286,932,500",원(KRW),정 화 영,043-211-1056,충청북도 청원군 오창읍 양청송대길 39(송대리) 
14200,광림,KOSDAQ,관리종목(소속부없음),,33001,자동차용 엔진 및 자동차 제조업,12,,"15,117,780",100,"1,511,778,000",원(KRW),송태영,043-260-9111,충청북도 청원군  현도면 청남로 484 (주)광림 
17040,광명전기,KOSPI,,,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,,"43,337,615",500,"21,668,807,500",원(KRW),이재광,031-494-0720,경기도 안산시 단원구  목내로 160 (목내동) 
29480,광무,KOSDAQ,중견기업부,,32604,통신 및 방송 장비 제조업,12,,"55,028,621",500,"27,514,310,500",원(KRW),이상연,02-3459-0500,서울특별시 강남구 영동대로 312 7층(대치동)
17900,광전자,KOSPI,,,32601,반도체 제조업,12,,"57,943,763",500,"28,971,881,500",원(KRW),최재완,063-839-1111,전라북도 익산시 약촌로8길 62-8 (어양동)
37710,광주신세계,KOSPI,,,74701,종합 소매업,12,,"7,957,190","1,000","7,957,190,000",원(KRW),이동훈,062-360-1234,광주광역시 서구  무진대로 932 (주)광주신세계
26910,광진실업,KOSDAQ,중견기업부,,32401,1차 철강 제조업,12,,"6,405,405",500,"3,202,702,500",원(KRW),허유석,051 -204 -9101,부산광역시 기장군 장안읍 오리산단로 106 - 
440790,교보13호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"4,050,000",100,"405,000,000",원(KRW),최윤석,02-3771-9424,"서울특별시 영등포구 의사당대로 97, 17층 "
456490,교보14호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"4,200,000",100,"420,000,000",원(KRW),박상연,02-3771-9481,"서울특별시 영등포구 의사당대로 97, 17층 &nbsp"
465320,교보15호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"3,810,000",100,"381,000,000",원(KRW),김상도,02-3771-9420,서울특별시 영등포구 의사당대로 97 
482520,교보16호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"6,100,000",100,"610,000,000",원(KRW),정시화,,"서울특별시 영등포구 의사당대로 97, 17층 "
489210,교보17호스팩,KOSDAQ,SPAC(소속부없음),,116601,금융 지원 서비스업,12,,"5,180,000",100,"518,000,000",원(KRW),장정훈,02-3771-9404,서울특별시 영등포구 의사당대로 97 &nbsp
30610,교보증권,KOSPI,,,116601,금융 지원 서비스업,12,,"113,962,961","5,000","569,814,805,000",원(KRW),"박봉권, 이석기 (각자대표)",02-3771-9000,서울특별시 영등포구 의사당대로 97 교보증권빌딩 
339770,교촌에프앤비,KOSPI,,,74603,음·식료품 및 담배 도매업,12,,"49,965,080",500,"25,070,420,000",원(KRW),송종화,031-371-3500,경상북도 칠곡군 가산면 송신로 78 
53270,구영테크,KOSDAQ,우량기업부,,33003,자동차 신품 부품 제조업,12,,"27,410,405",500,"13,705,202,500",원(KRW),"김대원, 이희화(각자대표)",053-592-6111,대구광역시 달성군 구지면 국가산단대로39길 119 (창리)
7690,국도화학,KOSPI,,,32001,기초 화학물질 제조업,12,,"9,260,832","5,000","46,304,160,000",원(KRW),"이시창, 황문성",02-3282-1400,서울특별시 금천구  가산디지털2로 61 
1140,국보,KOSPI,,,84903,도로 화물 운송업,12,,"15,856,388",500,"7,928,194,000",원(KRW),"박찬하, 김룡영(각자 대표)",02-548-7650,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)"
66620,국보디자인,KOSDAQ,우량기업부,,64204,실내건축 및 건축마무리 공사업,12,,"7,500,000",500,"3,750,000,000",원(KRW),"황창연,김민기(각자 대표이사)",(02)738-2700,서울 마포구 서교동 477-22 
43650,국순당,KOSDAQ,중견기업부,,31101,알코올음료 제조업,12,,"17,858,304",500,"8,929,152,000",원(KRW),배상민,02  -5138-500,강원도 횡성군 둔내면 강변로 975 
6050,국영지앤엠,KOSDAQ,중견기업부,,32301,유리 및 유리제품 제조업,12,,"34,895,243",500,"17,447,621,500",원(KRW),"최재원,JUSTIN CHOE(최경승)",02-2015-0370,"서울시 서초구 서초중앙로 36 (서초동, 준영빌딩 7층) "
60480,국일신동,KOSDAQ,중견기업부,,32402,1차 비철금속 제조업,12,,"11,090,000",500,"5,545,000,000",원(KRW),"최두현,손인국 (각자대표)",031-499-9192,경기도 안산시 단원구 번영2로 58 &nbsp
78130,국일제지,KOSDAQ,관리종목(소속부없음),,31709,기타 종이 및 판지 제품 제조업,12,,"1,127,405,871",100,"112,740,587,100",원(KRW),강태현,(031)339-9100,경기도 용인시 처인구  이동면 백옥대로 563 
307750,국전약품,KOSDAQ,우량기업부,,32102,의약품 제조업,12,,"49,966,130",100,"4,996,613,000",원(KRW),홍종호,070-4894-6318,"경기도 안양시 동안구 학의로 282 B동 1516호 (관양동,금강펜테리움)"
2720,국제약품,KOSPI,,,32102,의약품 제조업,12,,"21,159,832","1,000","21,159,832,000",원(KRW),"남영우, 남태훈",031-781-9081,경기도 성남시 분당구  야탑로 96-8 
35080,그래디언트,KOSDAQ,중견기업부,,74709,무점포 소매업,12,,"13,676,598","2,500","41,765,626,500",원(KRW),"이기형, 남인봉(각자 대표이사)",02-6203-5157,서울특별시 강남구 삼성로 511 아이콘 삼성 
453450,그리드위즈,KOSDAQ,벤처기업부,,137309,"그외 기타 전문, 과학 및 기술 서비스업",12,,"7,942,750",200,"1,588,550,000",원(KRW),김구환,031-698-3380,경기도 성남시 분당구 산운로208번길 25 1010빌딩 
204020,그리티,KOSDAQ,우량기업부,,31401,봉제의복 제조업,12,,"20,147,430",500,"10,393,049,000",원(KRW),문영우,02-6907-8888,"서울특별시 강남구 언주로151길 7, 2층 (신사동, 주성빌) "
402490,그린리소스,KOSDAQ,기술성장기업부,기술성장기업,32601,반도체 제조업,12,,"8,279,444",500,"4,139,722,000",원(KRW),"이종수,이종범(공동대표이사)",325726939,인천광역시 서구 파랑로 470 (주)그린리소스 
114450,그린생명과학,KOSDAQ,중견기업부,,32101,기초 의약물질 제조업,12,,"20,000,000",500,"10,000,000,000",원(KRW),"양준화, 이기성(각자 대표이사)",061-688-4600,전라남도 여수시 여수산단2로 84 
83420,그린케미칼,KOSPI,,,32004,기타 화학제품 제조업,12,,"24,000,000",500,"12,000,000,000",원(KRW),양준화,041-661-5000,충남 서산시 대산읍 독곳리 411-13
